Verband,Regionalverband,Verein,Amtssprache,Besetzung
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale Les Martinets Cottens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Avenir de Barberêche- Courtepin,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Concorde Montagny-Cousset,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Brass Band L'Elite de Cressier,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale l'Union de Cugy-Vesin,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Harpe de Domdidier,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique Sainte-Cécile de Dompierre-Russy,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Düdingen,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique Les Armaillis d Echarlens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique d' Ecuvillens-Posieux,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,L'Amicale-Vudallaz Albeuve-Enney Albeuve-Enney,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique L'Espérance d' Ependes,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Harmonie paroissiale d' Estavannens,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique L' Echo du Glèbe Estavayer-le-Gibloux,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Harmonie La Persévérance d' Estavayer-le-Lac,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale La Lyre de Farvagny,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale Fétigny-Ménières Fétigny-Ménières,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Echo du Lac Forel-Autavaux-Montbrelloz,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Harmonie La Concordia Fribourg,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare de la Police cantonale fribourgeoise Fribourg,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Union Instrumentale de Fribourg,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musique de Landwehr Fribourg,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,La Lyre de Fribourg,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Brass Band Fribourg,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Fribourg,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Giffers-Tentlingen,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Societe de musique Echo du Vanil Noir Grandvillard,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Avenir de Grolley,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Appel du Manoir de Gruyères,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Gurmels,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Heitenried,DE,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Kerzers,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Edelweiss de La Joux,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Lyre paroissiale de La Roche,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Tour-de-Trême,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Echo du Gibloux Le Châtelard,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale La Lyre Le Crêt,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Avenir Le Mouret,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Albergine de Le Paquier,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique L'Echo du Belmont de Léchelles,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Brass Band La Campagnarde Lugnorre,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Gérinia de Marly,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,La Lyre paroissiale de Courtion,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique Alperose de Montbovon,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Stadtmusik Murten,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Cordiale de Neyruz,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,L'Harmonie de La Brillaz Onnens,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique L'Espérance d' Orsonnens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Alphorn Plaffeien,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Plasselb,DE,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare de Porsel,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Cigonia de Prez-vers-Noréaz,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale de Promasens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Frohsinn Rechthalten,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare La Mauritia de Remaufens,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Echo des Monts de Riaz,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare de Romont,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Avenir d' Avry-Matran,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique Echo du Lac de Rossens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Lyre de Rue,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Villageoise Rueyres-les-Prés/Bussy/Sévaz/Morens,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Caecilia de St.-Aubin,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale l'Avenir de St.-Martin,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Union paroissiale de Sâles,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Schmitten,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Edelweiss de Semsales,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale de Siviriez,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique de Sorens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft St. Antoni,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft St. Silvester,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft St. Ursen,DE,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare L'Avenir Bas-Vully,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Lyre paroissiale de Surpierre,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Tafers,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de Musique de Treyvaux,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Ueberstorf,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale Ursy,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Alpée de Vaulruz,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de Musique Villarimboud,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale l'Union de Villaz-St-Pierre,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Gruéria de Vuadens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique La Lyre de Vuisternens-devant-Romont,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Harmonie Pfarreimusik Wünnewil-Flamatt,DE,H
Association cantonale des musiques genevoises,,"La Sirène, Harmonie municipale du Grand-Saconnex",FR,H
Association cantonale des musiques genevoises,,Corps de musique de Landwehr Genève,FR,H
Association cantonale des musiques genevoises,,Brass Band Arquebuse Genève,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Arquebuse Genève,FR,BB
Association cantonale des musiques genevoises,,Harmonie d' Avully,FR,F/B
Association cantonale des musiques genevoises,,Fanfare municipale de Collonge-Bellerive,FR,H
Association cantonale des musiques genevoises,,Fanfare municipale de Vernier,FR,H
Association cantonale des musiques genevoises,,Fanfare municipale d' Onex,FR,BB
Association cantonale des musiques genevoises,,Fanfare municipale Petit-Saconnex,FR,H
Association cantonale des musiques genevoises,,Musique municipale Plan-les-Ouates,FR,H
Association cantonale des musiques genevoises,,Harmonie Nautique Genève,FR,H
Association cantonale des musiques genevoises,,Lyre de Chêne-Bougeries,FR,H
Association cantonale des musiques genevoises,,Musique de Lancy,FR,H
Association cantonale des musiques genevoises,,Musique Municipale de la Ville de Genève,FR,H
Association cantonale des musiques genevoises,,Musique municipale de Versoix,FR,H
Association cantonale des musiques genevoises,,Musique municipale de Meyrin,FR,F/B
Glarner Blasmusikverband,,Harmoniemusik Niederurnen-Ziegelbruecke,DE,H
Glarner Blasmusikverband,,Musikgesellschaft Oberurnen,DE,H
Glarner Blasmusikverband,,Harmoniemusik Näfels,DE,H
Glarner Blasmusikverband,,Musikgesellschaft Mollis,DE,H
Glarner Blasmusikverband,,Harmoniemusik Netstal,DE,H
Glarner Blasmusikverband,,Harmoniemusik Glarus,DE,H
Glarner Blasmusikverband,,Harmoniemusik Schwanden,DE,H
Glarner Blasmusikverband,,Musikgesellschaft Harmonie Engi,DE,H
Glarner Blasmusikverband,,Harmoniemusik Elm,DE,H
Association cantonale des musiques neuchâteloises,,Fanfare La Sociale Le Locle,FR,F/B
Association cantonale des musiques neuchâteloises,,Fanfare Béroche-Bevaix,FR,F/B
Association cantonale des musiques neuchâteloises,,Association Musicale Boudry-Cortaillod,FR,F/B
Association cantonale des musiques neuchâteloises,,Association Musicale Neuchâtel - St.-Blaise,FR,H
Association cantonale des musiques neuchâteloises,,Echo du Vignoble de Peseux,FR,F/B
Association cantonale des musiques neuchâteloises,,Fanfare La Chaux-du-Milieu,FR,F/B
Association cantonale des musiques neuchâteloises,,Fanfare L'Harmonie Môtiers,FR,H
Association cantonale des musiques neuchâteloises,,Fanfare L'Union de St-Sulpice,FR,F/B
Association cantonale des musiques neuchâteloises,,La Cécilienne Le Landeron,FR,H
Association cantonale des musiques neuchâteloises,,La Persévérante La Chaux-de-Fonds,FR,F/B
Association cantonale des musiques neuchâteloises,,La Persévérante de Travers,FR,F/B
Association cantonale des musiques neuchâteloises,,L'Avenir Auvernier,FR,F/B
Association cantonale des musiques neuchâteloises,,Brass Band L'Avenir Lignières,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band L'Avenir Lignières,FR,BB
Association cantonale des musiques neuchâteloises,,L'Avenir La Brévine,FR,F/B
Association cantonale des musiques neuchâteloises,,Musique d'harmonie Les Armes-Réunies La Chaux-de-Fonds,FR,H
Association cantonale des musiques neuchâteloises,,Showband Les Armourins Neuchâtel,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Showband Les Armourins Neuchâtel,FR,H
Association cantonale des musiques neuchâteloises,,L'Espérance Cressier,FR,F/B
Association cantonale des musiques neuchâteloises,,L'Espérance La Sagne,FR,F/B
Association cantonale des musiques neuchâteloises,,L'Espérance Coffrane et Les Geneveys-sur-Coffrane,FR,H
Association cantonale des musiques neuchâteloises,,L'Espérance Noiraigue,FR,F/B
Association cantonale des musiques neuchâteloises,,L'Ouvrière Chézard-St-Martin,FR,F/B
Association cantonale des musiques neuchâteloises,,Société de Musique Fontainemelon - Les Geneveys-sur-Coffrane,FR,F/B
Association cantonale des musiques neuchâteloises,,L'Union de Cornaux,FR,F/B
Association cantonale des musiques neuchâteloises,,Harmonie de Colombier,FR,H
Association cantonale des musiques neuchâteloises,,Musique Militaire du Locle Le Locle,FR,H
Association cantonale des musiques neuchâteloises,,Sainte-Cécile Les Ponts-de-Martel,FR,F/B
Association cantonale des musiques neuchâteloises,,Union Instrumentale Cernier,FR,H
Association cantonale des musiques neuchâteloises,,Union Instrumentale Fleurier,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Musique des Cadets La Chaux-de-Fonds,FR,F/B
Association cantonale des musiques neuchâteloises,,Musique des Cadets La Chaux-de-Fonds,FR,F/B
Association cantonale des musiques neuchâteloises,,Wind Band Neuchâtelois Neuchâtel,FR,H
Schaffhauser Blasmusikverband,,Musikgesellschaft Hallau,DE,H
Schaffhauser Blasmusikverband,,Musikgesellschaft Löhningen,DE,H
Schaffhauser Blasmusikverband,,Musikgesellschaft Gächlingen,DE,H
Schaffhauser Blasmusikverband,,Musikverein Buch,DE,BB
Schaffhauser Blasmusikverband,,Musikverein Merishausen,DE,H
Schaffhauser Blasmusikverband,,Musikverein Schleitheim,DE,H
Schaffhauser Blasmusikverband,,Musikverein Thayngen,DE,H
Schaffhauser Blasmusikverband,,Musikverein Beringen & Neuhausen am Rheinfall,DE,H
Schaffhauser Blasmusikverband,,Musikgemeinschaft Unterklettgau,DE,H
Schaffhauser Blasmusikverband,,Musikverein Ramsen,DE,H
Schaffhauser Blasmusikverband,,Stadtmusik Harmonie Schaffhausen,DE,H
Schaffhauser Blasmusikverband,,Stadtmusik Stein am Rhein,DE,H
Schaffhauser Blasmusikverband,,Tambourenverein Schaffhausen,DE,T/P
Schwyzer Kantonal Musikverband,,Musikverein Harmonie Altendorf,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Arth,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Bennau,DE,H
Schwyzer Kantonal Musikverband,,Jugendmusik Brunnen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Brunnen,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Brunnen,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Egg,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Konkordia Einsiedeln,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Euthal,DE,H
Schwyzer Kantonal Musikverband,,Harmonie Freienbach,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Galgenen,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Gersau,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Goldau,DE,H
Verband der Musikvereine des Verkehrspersonals der Schweiz / Fédération des musiques du personnel de,,Musikverein Goldau,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Gross,DE,H
Schwyzer Kantonal Musikverband,,Brass Band Musikverein Ibach,DE,BB
Schwyzer Kantonal Musikverband,,Feldmusik Illgau,DE,BB
Schwyzer Kantonal Musikverband,,Musikgesellschaft Immensee,DE,BB
Schwyzer Kantonal Musikverband,,Feldmusik Küssnacht am Rigi,DE,H
Schwyzer Kantonal Musikverband,,Harmonie Musikverein Lachen,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Morschach,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Muotathal,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Oberiberg,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Reichenburg,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Rothenthurm,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Sattel,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Schindellegi-Feusisberg,DE,H
Schwyzer Kantonal Musikverband,,Harmoniemusik Schübelbach-Buttikon,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Schwyz,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Seewen,DE,H
Schwyzer Kantonal Musikverband,,Blasorchester Siebnen,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Steinen,DE,H
Schwyzer Kantonal Musikverband,,Musikgesellschaft Steinerberg,DE,H
Schwyzer Kantonal Musikverband,,Bürgermusik Tuggen,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Alpenrösli Unteriberg,DE,H
Schwyzer Kantonal Musikverband,,Feldmusik Vorderthal,DE,H
Schwyzer Kantonal Musikverband,,Musikverein Wangen,DE,H
Schwyzer Kantonal Musikverband,,Brass Band Musikgesellschaft Willerzell,DE,BB
Schwyzer Kantonal Musikverband,,Musikverein Verena Wollerau,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Andeer,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Andiast,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Concordia Ardez,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Arosa,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Aurora Sta. Maria-Valchava,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Bonaduz Bonaduz,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societed da musica Bergün/Bravuogn,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Breil/Dardin,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Filarmonica Avvenire Brusio,IT,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Brass Band Cazis,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Cazis,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugendmusik Chur,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Chur,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Stadtmusik Chur,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Alpina Churwalden,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societa da musica Cinuos-chel-Brail,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Danis/Tavanasa,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Davos,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugendmusik Davos,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Davos,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica da Domat,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Mastrilser Dorfmusikanten Mastrils,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Falera,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Felsberg,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Concordia Filisur,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Flims,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Ftan,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Uniun Tschierv-Fuldera-Lü,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Polizeimusik Graubünden Chur,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Blasmusik der Graubündner Kantonalbank Chur,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica Greina Vrin,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Grüsch,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Stadtmusik Ilanz / Musica da Glion Ilanz,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Innerdomleschg,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugendmusik Jenaz,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Jenaz,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Klosters Klosters-Platz,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Uniaun da musica Lantsch/Lenz,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Lumbrein,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica giuvenila Lumnezia,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Madrisa Klosters-Dorf,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Maienfeld,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Malans,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Pragger Buramusig Jenaz,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Medel/Lucmagn,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Armonia Elvetica Mesocco,IT,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica instrumentala Muntogna da Schons Donat,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica Concordia Müstair,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Disentis/Mustér,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Obersaxen,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Obervaz/Lenzerheide,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Pany,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Filarmonica Comunale Poschiavo,IT,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Pontresina,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Surrein/Rabius,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica giuvenila Valsot Ramosch,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica Ramosch Ramosch,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Dorfmusik Rothenbrunnen,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società Filarmonica Roveredo,IT,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Alpenrösli Safiental,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Uniun da musica Sagogn,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica instrumentala Salouf Mon Stierva,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societed da musica Samedan,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Samnaun,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica instrumentala Savognin,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societed da musica S-chanf,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Scuol,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Sedrun,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Sent,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Serneus,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Silvaplana,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft St. Moritz,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Sumvitg/Cumpadials,DE,BB
